case_id,scenario,expected_policy_action,expected_stop_condition,high_value,within_recovery_window,attempts,successful_payments,has_contact_method
RC_000287,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000288,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,3,true
RC_000289,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,2,3,true
RC_000290,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000291,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,8,true
RC_000292,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000293,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,20,true
RC_000294,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,1,3,true
RC_000295,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000296,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_000297,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,3,5,true
RC_000298,AUTHENTICATION_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,1,true
RC_000299,CUSTOMER_ABANDONMENT,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,20,true
RC_000300,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,2,1,true
RC_000301,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,8,true
RC_000302,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,1,2,true
RC_000303,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,true,false,1,5,true
RC_000304,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,1,true
RC_000305,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000306,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000307,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000308,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,12,true
RC_000309,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_000310,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,1,12,true
RC_000311,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000312,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000313,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,20,true
RC_000314,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000315,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000316,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,1,true
RC_000317,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000318,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000319,AUTHENTICATION_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,8,true
RC_000320,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,3,30,true
RC_000321,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,5,true
RC_000322,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000323,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000324,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,3,true
RC_000325,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000326,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000327,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,1,true
RC_000328,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000329,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000330,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,5,true
RC_000331,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,2,true
RC_000332,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,1,true
RC_000333,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,1,3,true
RC_000334,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000335,INVALID_PAYMENT_DETAILS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,2,true
RC_000336,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000337,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000338,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000339,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000340,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,5,true
RC_000341,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000342,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000343,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,30,true
RC_000344,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000345,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000346,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000347,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,0,true
RC_000348,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,30,true
RC_000349,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,5,true
RC_000350,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000351,RISK_REJECTION,STOP,RISK_REJECTED,false,true,2,3,true
RC_000352,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000353,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000354,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000355,CUSTOMER_ABANDONMENT,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,5,true
RC_000356,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,12,true
RC_000357,RISK_REJECTION,STOP,RISK_REJECTED,false,false,0,2,true
RC_000358,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,0,true
RC_000359,AUTHENTICATION_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,1,true
RC_000360,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000361,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000362,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,1,3,true
RC_000363,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,1,12,true
RC_000364,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,5,true
RC_000365,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,2,true
RC_000366,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,1,20,true
RC_000367,RISK_REJECTION,STOP,RISK_REJECTED,false,false,1,8,true
RC_000368,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000369,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,5,true
RC_000370,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,8,true
RC_000371,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000372,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000373,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,1,true
RC_000374,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000375,INVALID_PAYMENT_DETAILS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,2,true
RC_000376,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000377,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000378,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,2,true
RC_000379,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,3,true
RC_000380,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000381,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_000382,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000383,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000384,GATEWAY_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,5,true
RC_000385,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000386,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,2,8,true
RC_000387,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000388,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000389,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,30,true
RC_000390,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000391,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,false,true,0,1,true
RC_000392,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000393,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000394,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000395,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000396,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000397,RISK_REJECTION,STOP,RISK_REJECTED,false,true,1,0,true
RC_000398,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000399,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000400,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000401,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,3,true
RC_000402,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,30,true
RC_000403,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000404,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,5,true
RC_000405,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000406,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000407,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,2,2,true
RC_000408,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000409,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000410,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000411,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,1,1,true
RC_000412,INSUFFICIENT_FUNDS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,0,true
RC_000413,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,true,true,3,20,true
RC_000414,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000415,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000416,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,1,true
RC_000417,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000418,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,2,3,true
RC_000419,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,2,1,true
RC_000420,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,30,true
RC_000421,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000422,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,8,true
RC_000423,RISK_REJECTION,STOP,RISK_REJECTED,false,true,2,8,true
RC_000424,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,0,true
RC_000425,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000426,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000427,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000428,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000429,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,8,true
RC_000430,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,2,1,true
RC_000431,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000432,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000433,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,8,true
RC_000434,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,2,1,true
RC_000435,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000436,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000437,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000438,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000439,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000440,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000441,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000442,RISK_REJECTION,STOP,RISK_REJECTED,false,false,1,8,true
RC_000443,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000444,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,20,true
RC_000445,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000446,CUSTOMER_ABANDONMENT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,12,true
RC_000447,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000448,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,20,true
RC_000449,CUSTOMER_ABANDONMENT,STOP,NO_CONTACT_METHOD,false,true,0,20,false
RC_000450,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000451,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,1,8,true
RC_000452,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,20,true
RC_000453,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000454,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,30,true
RC_000455,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000456,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000457,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,1,12,true
RC_000458,UNKNOWN,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,20,true
RC_000459,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,2,true
RC_000460,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,8,true
RC_000461,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,8,false
RC_000462,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000463,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000464,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,0,30,true
RC_000465,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000466,UNKNOWN,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,20,true
RC_000467,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000468,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,1,2,true
RC_000469,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,12,true
RC_000470,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,1,8,true
RC_000471,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000472,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,3,true
RC_000473,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,1,12,true
RC_000474,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000475,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,0,true
RC_000476,GATEWAY_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,5,true
RC_000477,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000478,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000479,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,0,true
RC_000480,RISK_REJECTION,STOP,RISK_REJECTED,false,true,2,8,true
RC_000481,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000482,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000483,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,20,true
RC_000484,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000485,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000486,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,0,true
RC_000487,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,1,true
RC_000488,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000489,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,2,true
RC_000490,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000491,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,5,true
RC_000492,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,30,true
RC_000493,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000494,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000495,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,20,true
RC_000496,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,1,true
RC_000497,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,1,5,true
RC_000498,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000499,RISK_REJECTION,STOP,RISK_REJECTED,true,false,0,2,true
RC_000500,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000501,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,20,true
RC_000502,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000503,RISK_REJECTION,STOP,RISK_REJECTED,false,true,2,3,true
RC_000504,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000505,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000506,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000507,RISK_REJECTION,STOP,RISK_REJECTED,false,true,0,5,true
RC_000508,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,1,1,true
RC_000509,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,1,3,true
RC_000510,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000511,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,2,12,true
RC_000512,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000513,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000514,TIMEOUT,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,true,true,3,8,true
RC_000515,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000516,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000517,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000518,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000519,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000520,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000521,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,1,8,true
RC_000522,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000523,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,30,true
RC_000524,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000525,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000526,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000527,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,20,true
RC_000528,UNKNOWN,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000529,UNKNOWN,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000530,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,1,0,true
RC_000531,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000532,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000533,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000534,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000535,GATEWAY_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,3,true
RC_000536,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,20,true
RC_000537,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,1,true
RC_000538,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,1,true
RC_000539,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,30,true
RC_000540,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000541,INSUFFICIENT_FUNDS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,8,true
RC_000542,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000543,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000544,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000545,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,0,true
RC_000546,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000547,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000548,GATEWAY_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,5,true
RC_000549,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,2,true
RC_000550,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000551,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000552,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000553,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000554,TIMEOUT,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,2,true
RC_000555,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,3,2,true
RC_000556,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000557,RISK_REJECTION,STOP,RISK_REJECTED,false,false,0,8,true
RC_000558,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000559,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000560,RISK_REJECTION,STOP,RISK_REJECTED,true,true,3,3,true
RC_000561,INVALID_PAYMENT_DETAILS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,3,true
RC_000562,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,2,3,true
RC_000563,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,2,2,true
RC_000564,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,0,true
RC_000565,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,0,true
RC_000566,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000567,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000568,RISK_REJECTION,STOP,RISK_REJECTED,false,true,1,3,true
RC_000569,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000570,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,2,true
RC_000571,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000572,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_000573,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,2,3,true
RC_000574,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,5,true
