case_id,payment_id,failure_category,revenue_at_risk,recoverability_status,recovery_probability,priority,recommended_action,preferred_method,reasoning,confidence,stop_condition,action_status,recovery_attempt_count,max_recovery_attempts,recovery_link_id,recovery_link_url,amount_recovered,created_at,updated_at
RC_000262,PAY_000262,GATEWAY_FAILURE,79900,PENDING_ASSESSMENT,0.85,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.9411,,NONE,1,3,,,0,2026-09-05T08:02:00+00:00,2026-09-05T08:02:00+00:00
RC_000263,PAY_000263,TIMEOUT,599900,PENDING_ASSESSMENT,0.75,HIGH,CREATE_PAYMENT_LINK,card,Synthetic scenario: timeout.,0.7937,,NONE,2,3,,,0,2026-09-05T08:00:00+00:00,2026-09-05T08:00:00+00:00
RC_000264,PAY_000264,BANK_DECLINE,79900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.8961,,NONE,1,3,,,0,2026-09-05T00:07:00+00:00,2026-09-05T00:07:00+00:00
RC_000265,PAY_000265,BANK_DECLINE,149900,PENDING_ASSESSMENT,0.55,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.7863,,NONE,1,3,,,0,2026-09-05T00:08:00+00:00,2026-09-05T00:08:00+00:00
RC_000266,PAY_000266,INSUFFICIENT_FUNDS,49900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: insufficient funds.,0.8763,,NONE,0,3,,,0,2026-09-05T08:10:00+00:00,2026-09-05T08:10:00+00:00
RC_000267,PAY_000267,BANK_DECLINE,79900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.7428,,NONE,2,3,,,0,2026-09-05T08:04:00+00:00,2026-09-05T08:04:00+00:00
RC_000268,PAY_000268,BANK_DECLINE,399900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.7354,,NONE,2,3,,,0,2026-09-05T14:09:00+00:00,2026-09-05T14:09:00+00:00
RC_000269,PAY_000269,AUTHENTICATION_FAILURE,2499900,PENDING_ASSESSMENT,0.75,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: authentication failure.,0.8247,,NONE,0,3,,,0,2026-09-05T15:38:00+00:00,2026-09-05T15:38:00+00:00
RC_000270,PAY_000270,GATEWAY_FAILURE,299900,PENDING_ASSESSMENT,0.95,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.8894,,NONE,0,3,,,0,2026-09-05T00:09:00+00:00,2026-09-05T00:09:00+00:00
RC_000271,PAY_000271,BANK_DECLINE,149900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.8288,,NONE,0,3,,,0,2026-09-05T15:40:00+00:00,2026-09-05T15:40:00+00:00
RC_000272,PAY_000272,CUSTOMER_ABANDONMENT,79900,PENDING_ASSESSMENT,0.65,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: customer abandonment.,0.8499,,NONE,0,3,,,0,2026-09-05T00:04:00+00:00,2026-09-05T00:04:00+00:00
RC_000273,PAY_000273,BANK_DECLINE,99900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.9512,,NONE,1,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000274,PAY_000274,CUSTOMER_ABANDONMENT,199900,PENDING_ASSESSMENT,0.75,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: customer abandonment.,0.7294,,NONE,0,3,,,0,2026-09-05T00:07:00+00:00,2026-09-05T00:07:00+00:00
RC_000275,PAY_000275,AUTHENTICATION_FAILURE,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: authentication failure.,0.7251,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-04T17:05:00+00:00,2026-09-04T17:05:00+00:00
RC_000276,PAY_000276,INVALID_PAYMENT_DETAILS,149900,PENDING_ASSESSMENT,0.1,LOW,STOP,card,Synthetic scenario: invalid payment details.,0.7874,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:05:00+00:00,2026-09-03T16:05:00+00:00
RC_000277,PAY_000277,AUTHENTICATION_FAILURE,399900,PENDING_ASSESSMENT,0.65,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: authentication failure.,0.8974,,NONE,0,3,,,0,2026-09-05T08:04:00+00:00,2026-09-05T08:04:00+00:00
RC_000278,PAY_000278,BANK_DECLINE,149900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.8962,,NONE,0,3,,,0,2026-09-05T15:35:00+00:00,2026-09-05T15:35:00+00:00
RC_000279,PAY_000279,INVALID_PAYMENT_DETAILS,149900,PENDING_ASSESSMENT,0.55,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: invalid payment details.,0.8667,,NONE,0,3,,,0,2026-09-05T00:07:00+00:00,2026-09-05T00:07:00+00:00
RC_000280,PAY_000280,BANK_DECLINE,49900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.9343,,NONE,2,3,,,0,2026-09-05T15:33:00+00:00,2026-09-05T15:33:00+00:00
RC_000281,PAY_000281,CUSTOMER_ABANDONMENT,2499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,upi,Synthetic scenario: customer abandonment.,0.9202,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:09:00+00:00,2026-09-04T14:09:00+00:00
RC_000282,PAY_000282,INVALID_PAYMENT_DETAILS,299900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,wallet,Synthetic scenario: invalid payment details.,0.8367,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:03:00+00:00,2026-09-04T14:03:00+00:00
RC_000283,PAY_000283,UNKNOWN,249900,PENDING_ASSESSMENT,0.25,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: unknown.,0.9671,,NONE,0,3,,,0,2026-09-05T00:05:00+00:00,2026-09-05T00:05:00+00:00
RC_000284,PAY_000284,INVALID_PAYMENT_DETAILS,149900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: invalid payment details.,0.821,,NONE,2,3,,,0,2026-09-04T17:09:00+00:00,2026-09-04T17:09:00+00:00
RC_000285,PAY_000285,GATEWAY_FAILURE,299900,PENDING_ASSESSMENT,0.95,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.924,,NONE,0,3,,,0,2026-09-05T08:09:00+00:00,2026-09-05T08:09:00+00:00
RC_000286,PAY_000286,CUSTOMER_ABANDONMENT,999900,PENDING_ASSESSMENT,0.75,HIGH,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: customer abandonment.,0.9391,,NONE,0,3,,,0,2026-09-05T14:10:00+00:00,2026-09-05T14:10:00+00:00
RC_000287,PAY_000287,INSUFFICIENT_FUNDS,99900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: insufficient funds.,0.8251,,NONE,0,3,,,0,2026-09-05T15:34:00+00:00,2026-09-05T15:34:00+00:00
RC_000288,PAY_000288,BANK_DECLINE,999900,PENDING_ASSESSMENT,0.1,HIGH,STOP,upi,Synthetic scenario: bank decline.,0.8154,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:10:00+00:00,2026-09-04T14:10:00+00:00
RC_000289,PAY_000289,GATEWAY_FAILURE,599900,PENDING_ASSESSMENT,0.75,HIGH,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.9147,,NONE,2,3,,,0,2026-09-05T15:32:00+00:00,2026-09-05T15:32:00+00:00
RC_000290,PAY_000290,AUTHENTICATION_FAILURE,149900,PENDING_ASSESSMENT,0.65,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: authentication failure.,0.7524,,NONE,0,3,,,0,2026-09-04T17:01:00+00:00,2026-09-04T17:01:00+00:00
RC_000291,PAY_000291,BANK_DECLINE,149900,PENDING_ASSESSMENT,0.1,LOW,STOP,netbanking,Synthetic scenario: bank decline.,0.7676,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:08:00+00:00,2026-09-04T14:08:00+00:00
RC_000292,PAY_000292,GATEWAY_FAILURE,79900,PENDING_ASSESSMENT,0.85,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.926,,NONE,0,3,,,0,2026-09-05T08:01:00+00:00,2026-09-05T08:01:00+00:00
RC_000293,PAY_000293,AUTHENTICATION_FAILURE,999900,PENDING_ASSESSMENT,0.1,HIGH,STOP,card,Synthetic scenario: authentication failure.,0.7612,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:03:00+00:00,2026-09-03T16:03:00+00:00
RC_000294,PAY_000294,TIMEOUT,599900,PENDING_ASSESSMENT,0.75,HIGH,CREATE_PAYMENT_LINK,card,Synthetic scenario: timeout.,0.8138,,NONE,1,3,,,0,2026-09-05T08:00:00+00:00,2026-09-05T08:00:00+00:00
RC_000295,PAY_000295,INVALID_PAYMENT_DETAILS,999900,PENDING_ASSESSMENT,0.55,HIGH,CREATE_PAYMENT_LINK,upi,Synthetic scenario: invalid payment details.,0.7509,,NONE,0,3,,,0,2026-09-05T00:06:00+00:00,2026-09-05T00:06:00+00:00
RC_000296,PAY_000296,GATEWAY_FAILURE,999900,PENDING_ASSESSMENT,0.85,HIGH,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.8247,,NONE,1,3,,,0,2026-09-05T08:02:00+00:00,2026-09-05T08:02:00+00:00
RC_000297,PAY_000297,INSUFFICIENT_FUNDS,599900,PENDING_ASSESSMENT,0.1,HIGH,STOP,card,Synthetic scenario: insufficient funds.,0.8959,RECOVERY_WINDOW_EXPIRED,NONE,3,3,,,0,2026-09-04T14:05:00+00:00,2026-09-04T14:05:00+00:00
RC_000298,PAY_000298,AUTHENTICATION_FAILURE,149900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: authentication failure.,0.8873,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T00:09:00+00:00,2026-09-05T00:09:00+00:00
RC_000299,PAY_000299,CUSTOMER_ABANDONMENT,999900,PENDING_ASSESSMENT,0.1,HIGH,STOP,card,Synthetic scenario: customer abandonment.,0.7325,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:07:00+00:00,2026-09-03T16:07:00+00:00
RC_000300,PAY_000300,GATEWAY_FAILURE,1499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,upi,Synthetic scenario: gateway failure.,0.933,RECOVERY_WINDOW_EXPIRED,NONE,2,3,,,0,2026-09-04T14:00:00+00:00,2026-09-04T14:00:00+00:00
RC_000301,PAY_000301,GATEWAY_FAILURE,1499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,upi,Synthetic scenario: gateway failure.,0.8201,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:06:00+00:00,2026-09-04T14:06:00+00:00
RC_000302,PAY_000302,INVALID_PAYMENT_DETAILS,2499900,PENDING_ASSESSMENT,0.55,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: invalid payment details.,0.7459,,NONE,1,3,,,0,2026-09-05T15:32:00+00:00,2026-09-05T15:32:00+00:00
RC_000303,PAY_000303,TIMEOUT,599900,PENDING_ASSESSMENT,0.1,HIGH,STOP,upi,Synthetic scenario: timeout.,0.8408,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:02:00+00:00,2026-09-04T14:02:00+00:00
RC_000304,PAY_000304,GATEWAY_FAILURE,1499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,card,Synthetic scenario: gateway failure.,0.7438,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:09:00+00:00,2026-09-04T14:09:00+00:00
RC_000305,PAY_000305,BANK_DECLINE,499900,PENDING_ASSESSMENT,0.55,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.933,,NONE,0,3,,,0,2026-09-05T00:07:00+00:00,2026-09-05T00:07:00+00:00
RC_000306,PAY_000306,GATEWAY_FAILURE,499900,PENDING_ASSESSMENT,0.85,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: gateway failure.,0.7397,,NONE,0,3,,,0,2026-09-05T00:03:00+00:00,2026-09-05T00:03:00+00:00
RC_000307,PAY_000307,BANK_DECLINE,399900,PENDING_ASSESSMENT,0.55,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.72,,NONE,0,3,,,0,2026-09-05T08:08:00+00:00,2026-09-05T08:08:00+00:00
RC_000308,PAY_000308,INSUFFICIENT_FUNDS,999900,PENDING_ASSESSMENT,0.1,HIGH,STOP,wallet,Synthetic scenario: insufficient funds.,0.9241,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:00:00+00:00,2026-09-03T16:00:00+00:00
RC_000309,PAY_000309,INVALID_PAYMENT_DETAILS,1499900,PENDING_ASSESSMENT,0.55,CRITICAL,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: invalid payment details.,0.7205,,NONE,1,3,,,0,2026-09-05T15:33:00+00:00,2026-09-05T15:33:00+00:00
RC_000310,PAY_000310,INVALID_PAYMENT_DETAILS,49900,PENDING_ASSESSMENT,0.65,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: invalid payment details.,0.7467,,NONE,1,3,,,0,2026-09-05T15:36:00+00:00,2026-09-05T15:36:00+00:00
RC_000311,PAY_000311,CUSTOMER_ABANDONMENT,149900,PENDING_ASSESSMENT,0.65,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: customer abandonment.,0.9294,,NONE,0,3,,,0,2026-09-04T17:10:00+00:00,2026-09-04T17:10:00+00:00
RC_000312,PAY_000312,INSUFFICIENT_FUNDS,399900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: insufficient funds.,0.9297,,NONE,0,3,,,0,2026-09-04T17:06:00+00:00,2026-09-04T17:06:00+00:00
RC_000313,PAY_000313,BANK_DECLINE,99900,PENDING_ASSESSMENT,0.55,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.846,,NONE,1,3,,,0,2026-09-05T00:05:00+00:00,2026-09-05T00:05:00+00:00
RC_000314,PAY_000314,AUTHENTICATION_FAILURE,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,netbanking,Synthetic scenario: authentication failure.,0.895,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:09:00+00:00,2026-09-04T14:09:00+00:00
RC_000315,PAY_000315,TIMEOUT,499900,PENDING_ASSESSMENT,0.75,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: timeout.,0.8063,,NONE,1,3,,,0,2026-09-05T14:10:00+00:00,2026-09-05T14:10:00+00:00
RC_000316,PAY_000316,INSUFFICIENT_FUNDS,999900,PENDING_ASSESSMENT,0.35,HIGH,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: insufficient funds.,0.8657,,NONE,0,3,,,0,2026-09-05T15:37:00+00:00,2026-09-05T15:37:00+00:00
RC_000317,PAY_000317,CUSTOMER_ABANDONMENT,299900,PENDING_ASSESSMENT,0.75,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: customer abandonment.,0.8876,,NONE,0,3,,,0,2026-09-05T15:30:00+00:00,2026-09-05T15:30:00+00:00
RC_000318,PAY_000318,BANK_DECLINE,49900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.7456,,NONE,0,3,,,0,2026-09-04T17:07:00+00:00,2026-09-04T17:07:00+00:00
RC_000319,PAY_000319,AUTHENTICATION_FAILURE,499900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,netbanking,Synthetic scenario: authentication failure.,0.8241,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T00:06:00+00:00,2026-09-05T00:06:00+00:00
RC_000320,PAY_000320,GATEWAY_FAILURE,599900,PENDING_ASSESSMENT,0.1,HIGH,STOP,wallet,Synthetic scenario: gateway failure.,0.8119,RECOVERY_WINDOW_EXPIRED,NONE,3,3,,,0,2026-09-04T14:10:00+00:00,2026-09-04T14:10:00+00:00
RC_000321,PAY_000321,GATEWAY_FAILURE,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: gateway failure.,0.8143,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-03T16:01:00+00:00,2026-09-03T16:01:00+00:00
RC_000322,PAY_000322,BANK_DECLINE,399900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.9134,,NONE,0,3,,,0,2026-09-05T14:00:00+00:00,2026-09-05T14:00:00+00:00
RC_000323,PAY_000323,GATEWAY_FAILURE,2499900,PENDING_ASSESSMENT,0.85,CRITICAL,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: gateway failure.,0.9166,,NONE,0,3,,,0,2026-09-05T14:01:00+00:00,2026-09-05T14:01:00+00:00
RC_000324,PAY_000324,BANK_DECLINE,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,netbanking,Synthetic scenario: bank decline.,0.8526,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T14:09:00+00:00,2026-09-05T14:09:00+00:00
RC_000325,PAY_000325,AUTHENTICATION_FAILURE,999900,PENDING_ASSESSMENT,0.75,HIGH,CREATE_PAYMENT_LINK,card,Synthetic scenario: authentication failure.,0.8165,,NONE,0,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000326,PAY_000326,INSUFFICIENT_FUNDS,499900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.7681,,NONE,0,3,,,0,2026-09-05T08:10:00+00:00,2026-09-05T08:10:00+00:00
RC_000327,PAY_000327,INSUFFICIENT_FUNDS,999900,PENDING_ASSESSMENT,0.35,HIGH,CREATE_PAYMENT_LINK,upi,Synthetic scenario: insufficient funds.,0.8261,,NONE,1,3,,,0,2026-09-05T00:10:00+00:00,2026-09-05T00:10:00+00:00
RC_000328,PAY_000328,AUTHENTICATION_FAILURE,79900,PENDING_ASSESSMENT,0.6,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: authentication failure.,0.7383,,NONE,0,3,,,0,2026-09-05T08:01:00+00:00,2026-09-05T08:01:00+00:00
RC_000329,PAY_000329,GATEWAY_FAILURE,299900,PENDING_ASSESSMENT,0.95,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.8174,,NONE,0,3,,,0,2026-09-05T00:00:00+00:00,2026-09-05T00:00:00+00:00
RC_000330,PAY_000330,INSUFFICIENT_FUNDS,1499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,upi,Synthetic scenario: insufficient funds.,0.7953,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:10:00+00:00,2026-09-03T16:10:00+00:00
RC_000331,PAY_000331,BANK_DECLINE,99900,PENDING_ASSESSMENT,0.3,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.7937,,NONE,2,3,,,0,2026-09-04T17:08:00+00:00,2026-09-04T17:08:00+00:00
RC_000332,PAY_000332,TIMEOUT,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,upi,Synthetic scenario: timeout.,0.7213,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:00:00+00:00,2026-09-04T14:00:00+00:00
RC_000333,PAY_000333,TIMEOUT,1499900,PENDING_ASSESSMENT,0.75,CRITICAL,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: timeout.,0.7556,,NONE,1,3,,,0,2026-09-05T08:08:00+00:00,2026-09-05T08:08:00+00:00
RC_000334,PAY_000334,TIMEOUT,49900,PENDING_ASSESSMENT,0.75,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: timeout.,0.7368,,NONE,0,3,,,0,2026-09-05T00:10:00+00:00,2026-09-05T00:10:00+00:00
RC_000335,PAY_000335,INVALID_PAYMENT_DETAILS,149900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: invalid payment details.,0.8415,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T00:05:00+00:00,2026-09-05T00:05:00+00:00
RC_000336,PAY_000336,GATEWAY_FAILURE,249900,PENDING_ASSESSMENT,0.85,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.898,,NONE,0,3,,,0,2026-09-05T14:03:00+00:00,2026-09-05T14:03:00+00:00
RC_000337,PAY_000337,CUSTOMER_ABANDONMENT,399900,PENDING_ASSESSMENT,0.65,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: customer abandonment.,0.7472,,NONE,0,3,,,0,2026-09-05T08:08:00+00:00,2026-09-05T08:08:00+00:00
RC_000338,PAY_000338,INSUFFICIENT_FUNDS,199900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: insufficient funds.,0.8779,,NONE,0,3,,,0,2026-09-05T15:38:00+00:00,2026-09-05T15:38:00+00:00
RC_000339,PAY_000339,INSUFFICIENT_FUNDS,499900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.7758,,NONE,0,3,,,0,2026-09-05T00:06:00+00:00,2026-09-05T00:06:00+00:00
RC_000340,PAY_000340,BANK_DECLINE,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,upi,Synthetic scenario: bank decline.,0.891,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T14:09:00+00:00,2026-09-05T14:09:00+00:00
RC_000341,PAY_000341,INVALID_PAYMENT_DETAILS,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,wallet,Synthetic scenario: invalid payment details.,0.7779,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:07:00+00:00,2026-09-03T16:07:00+00:00
RC_000342,PAY_000342,GATEWAY_FAILURE,399900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,wallet,Synthetic scenario: gateway failure.,0.801,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:10:00+00:00,2026-09-04T14:10:00+00:00
RC_000343,PAY_000343,INSUFFICIENT_FUNDS,599900,PENDING_ASSESSMENT,0.45,HIGH,CREATE_PAYMENT_LINK,card,Synthetic scenario: insufficient funds.,0.9446,,NONE,0,3,,,0,2026-09-05T00:10:00+00:00,2026-09-05T00:10:00+00:00
RC_000344,PAY_000344,GATEWAY_FAILURE,249900,PENDING_ASSESSMENT,0.7,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.8455,,NONE,2,3,,,0,2026-09-04T17:00:00+00:00,2026-09-04T17:00:00+00:00
RC_000345,PAY_000345,BANK_DECLINE,99900,PENDING_ASSESSMENT,0.4,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.8237,,NONE,0,3,,,0,2026-09-04T17:03:00+00:00,2026-09-04T17:03:00+00:00
RC_000346,PAY_000346,BANK_DECLINE,299900,PENDING_ASSESSMENT,0.55,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.7537,,NONE,0,3,,,0,2026-09-05T15:32:00+00:00,2026-09-05T15:32:00+00:00
RC_000347,PAY_000347,BANK_DECLINE,299900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.7741,,NONE,2,3,,,0,2026-09-04T17:01:00+00:00,2026-09-04T17:01:00+00:00
RC_000348,PAY_000348,INSUFFICIENT_FUNDS,2499900,PENDING_ASSESSMENT,0.45,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: insufficient funds.,0.8057,,NONE,0,3,,,0,2026-09-05T00:10:00+00:00,2026-09-05T00:10:00+00:00
RC_000349,PAY_000349,BANK_DECLINE,499900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,wallet,Synthetic scenario: bank decline.,0.839,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:02:00+00:00,2026-09-04T14:02:00+00:00
RC_000350,PAY_000350,BANK_DECLINE,999900,PENDING_ASSESSMENT,0.45,HIGH,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.8823,,NONE,0,3,,,0,2026-09-05T08:10:00+00:00,2026-09-05T08:10:00+00:00
RC_000351,PAY_000351,RISK_REJECTION,399900,PENDING_ASSESSMENT,0.02,MEDIUM,STOP,wallet,Synthetic scenario: risk rejection.,0.7444,RISK_REJECTED,NONE,2,3,,,0,2026-09-05T08:09:00+00:00,2026-09-05T08:09:00+00:00
RC_000352,PAY_000352,INSUFFICIENT_FUNDS,499900,PENDING_ASSESSMENT,0.3,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.8645,,NONE,0,3,,,0,2026-09-05T14:00:00+00:00,2026-09-05T14:00:00+00:00
RC_000353,PAY_000353,AUTHENTICATION_FAILURE,79900,PENDING_ASSESSMENT,0.6,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: authentication failure.,0.8259,,NONE,0,3,,,0,2026-09-05T00:08:00+00:00,2026-09-05T00:08:00+00:00
RC_000354,PAY_000354,INSUFFICIENT_FUNDS,499900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.7834,,NONE,0,3,,,0,2026-09-05T14:07:00+00:00,2026-09-05T14:07:00+00:00
RC_000355,PAY_000355,CUSTOMER_ABANDONMENT,79900,PENDING_ASSESSMENT,0.1,LOW,STOP,card,Synthetic scenario: customer abandonment.,0.7736,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-04T17:01:00+00:00,2026-09-04T17:01:00+00:00
RC_000356,PAY_000356,BANK_DECLINE,299900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,upi,Synthetic scenario: bank decline.,0.8288,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:09:00+00:00,2026-09-04T14:09:00+00:00
RC_000357,PAY_000357,RISK_REJECTION,299900,PENDING_ASSESSMENT,0.02,MEDIUM,STOP,netbanking,Synthetic scenario: risk rejection.,0.8801,RISK_REJECTED,NONE,0,3,,,0,2026-09-03T16:02:00+00:00,2026-09-03T16:02:00+00:00
RC_000358,PAY_000358,BANK_DECLINE,2499900,PENDING_ASSESSMENT,0.45,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.8838,,NONE,0,3,,,0,2026-09-05T14:03:00+00:00,2026-09-05T14:03:00+00:00
